segment_id,segment_name,district,time_period,is_weekend,risk_score,risk_band,confidence_score,confidence_level,data_quality_score,mapping_confidence,synthetic_data_ratio,shap_evidence_score,data_quality_note,confidence_note
1025,Daryaganj to Preet Vihar (Vikas Marg),East,Morning,0,20.26,Low,24.39,Low,0.0,50.0,1.0,34.44,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1025,Daryaganj to Preet Vihar (Vikas Marg),East,Morning,1,25.32,Moderate,24.31,Low,0.0,50.0,1.0,34.07,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1025,Daryaganj to Preet Vihar (Vikas Marg),East,Day,0,16.42,Low,25.14,Low,0.0,50.0,1.0,38.22,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1025,Daryaganj to Preet Vihar (Vikas Marg),East,Day,1,21.41,Low,25.08,Low,0.0,50.0,1.0,37.91,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1025,Daryaganj to Preet Vihar (Vikas Marg),East,Evening,0,28.31,Moderate,23.85,Low,0.0,50.0,1.0,31.77,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1025,Daryaganj to Preet Vihar (Vikas Marg),East,Evening,1,33.35,Moderate,23.87,Low,0.0,50.0,1.0,31.87,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1025,Daryaganj to Preet Vihar (Vikas Marg),East,Night,0,40.1,High,24.79,Low,0.0,50.0,1.0,36.45,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1025,Daryaganj to Preet Vihar (Vikas Marg),East,Night,1,45.56,High,24.74,Low,0.0,50.0,1.0,36.2,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1025,Daryaganj to Preet Vihar (Vikas Marg),East,Late Night,0,48.69,High,26.92,Low,0.0,50.0,1.0,47.11,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1025,Daryaganj to Preet Vihar (Vikas Marg),East,Late Night,1,53.02,High,26.65,Low,0.0,50.0,1.0,45.73,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1026,Preet Vihar to Shahdara,East,Morning,0,20.3,Low,24.38,Low,0.0,50.0,1.0,34.41,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1026,Preet Vihar to Shahdara,East,Morning,1,25.35,Moderate,24.31,Low,0.0,50.0,1.0,34.05,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1026,Preet Vihar to Shahdara,East,Day,0,16.47,Low,25.14,Low,0.0,50.0,1.0,38.2,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1026,Preet Vihar to Shahdara,East,Day,1,21.45,Low,25.08,Low,0.0,50.0,1.0,37.89,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1026,Preet Vihar to Shahdara,East,Evening,0,28.32,Moderate,23.86,Low,0.0,50.0,1.0,31.78,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1026,Preet Vihar to Shahdara,East,Evening,1,33.35,Moderate,23.88,Low,0.0,50.0,1.0,31.88,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1026,Preet Vihar to Shahdara,East,Night,0,40.11,High,24.79,Low,0.0,50.0,1.0,36.45,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1026,Preet Vihar to Shahdara,East,Night,1,45.55,High,24.74,Low,0.0,50.0,1.0,36.19,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1026,Preet Vihar to Shahdara,East,Late Night,0,48.59,High,26.9,Low,0.0,50.0,1.0,47.02,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1026,Preet Vihar to Shahdara,East,Late Night,1,52.97,High,26.63,Low,0.0,50.0,1.0,45.66,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1027,Shahdara to Seelampur,North East,Morning,0,15.05,Low,24.81,Low,0.0,50.0,1.0,36.56,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1027,Shahdara to Seelampur,North East,Morning,1,20.36,Low,24.74,Low,0.0,50.0,1.0,36.21,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1027,Shahdara to Seelampur,North East,Day,0,11.0,Low,25.34,Low,0.0,50.0,1.0,39.22,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1027,Shahdara to Seelampur,North East,Day,1,16.09,Low,25.29,Low,0.0,50.0,1.0,38.94,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1027,Shahdara to Seelampur,North East,Evening,0,23.18,Low,24.4,Low,0.0,50.0,1.0,34.52,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1027,Shahdara to Seelampur,North East,Evening,1,28.27,Moderate,24.36,Low,0.0,50.0,1.0,34.31,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1027,Shahdara to Seelampur,North East,Night,0,35.21,Moderate,25.57,Low,0.0,50.0,1.0,40.37,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1027,Shahdara to Seelampur,North East,Night,1,40.23,High,25.55,Low,0.0,50.0,1.0,40.24,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1027,Shahdara to Seelampur,North East,Late Night,0,42.93,High,26.95,Low,0.0,50.0,1.0,47.25,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1027,Shahdara to Seelampur,North East,Late Night,1,48.3,High,26.77,Low,0.0,50.0,1.0,46.36,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1028,Seelampur to Nand Nagri,North East,Morning,0,15.14,Low,24.81,Low,0.0,50.0,1.0,36.56,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1028,Seelampur to Nand Nagri,North East,Morning,1,20.25,Low,24.74,Low,0.0,50.0,1.0,36.21,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1028,Seelampur to Nand Nagri,North East,Day,0,11.24,Low,25.33,Low,0.0,50.0,1.0,39.16,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1028,Seelampur to Nand Nagri,North East,Day,1,16.15,Low,25.27,Low,0.0,50.0,1.0,38.86,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1028,Seelampur to Nand Nagri,North East,Evening,0,23.24,Low,24.4,Low,0.0,50.0,1.0,34.52,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1028,Seelampur to Nand Nagri,North East,Evening,1,28.12,Moderate,24.36,Low,0.0,50.0,1.0,34.3,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1028,Seelampur to Nand Nagri,North East,Night,0,35.29,Moderate,25.57,Low,0.0,50.0,1.0,40.34,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1028,Seelampur to Nand Nagri,North East,Night,1,40.15,High,25.54,Low,0.0,50.0,1.0,40.21,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1028,Seelampur to Nand Nagri,North East,Late Night,0,43.1,High,26.95,Low,0.0,50.0,1.0,47.25,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1028,Seelampur to Nand Nagri,North East,Late Night,1,48.16,High,26.76,Low,0.0,50.0,1.0,46.3,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1029,Lajpat Nagar to Mayur Vihar (DND Link),South East,Morning,0,17.83,Low,24.09,Low,0.0,50.0,1.0,32.96,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1029,Lajpat Nagar to Mayur Vihar (DND Link),South East,Morning,1,22.87,Low,24.02,Low,0.0,50.0,1.0,32.58,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1029,Lajpat Nagar to Mayur Vihar (DND Link),South East,Day,0,13.76,Low,24.89,Low,0.0,50.0,1.0,36.96,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1029,Lajpat Nagar to Mayur Vihar (DND Link),South East,Day,1,18.82,Low,24.83,Low,0.0,50.0,1.0,36.63,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1029,Lajpat Nagar to Mayur Vihar (DND Link),South East,Evening,0,25.84,Moderate,23.57,Low,0.0,50.0,1.0,30.33,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1029,Lajpat Nagar to Mayur Vihar (DND Link),South East,Evening,1,30.84,Moderate,23.54,Low,0.0,50.0,1.0,30.22,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1029,Lajpat Nagar to Mayur Vihar (DND Link),South East,Night,0,37.82,Moderate,24.55,Low,0.0,50.0,1.0,35.25,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1029,Lajpat Nagar to Mayur Vihar (DND Link),South East,Night,1,42.87,High,24.53,Low,0.0,50.0,1.0,35.16,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1029,Lajpat Nagar to Mayur Vihar (DND Link),South East,Late Night,0,45.87,High,26.55,Low,0.0,50.0,1.0,45.25,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1029,Lajpat Nagar to Mayur Vihar (DND Link),South East,Late Night,1,50.84,High,26.34,Low,0.0,50.0,1.0,44.21,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1030,Okhla Ind Area to Sarita Vihar,South East,Morning,0,17.79,Low,24.11,Low,0.0,50.0,1.0,33.05,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1030,Okhla Ind Area to Sarita Vihar,South East,Morning,1,22.87,Low,24.02,Low,0.0,50.0,1.0,32.6,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1030,Okhla Ind Area to Sarita Vihar,South East,Day,0,13.71,Low,24.91,Low,0.0,50.0,1.0,37.06,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1030,Okhla Ind Area to Sarita Vihar,South East,Day,1,18.83,Low,24.83,Low,0.0,50.0,1.0,36.66,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1030,Okhla Ind Area to Sarita Vihar,South East,Evening,0,25.74,Moderate,23.57,Low,0.0,50.0,1.0,30.37,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1030,Okhla Ind Area to Sarita Vihar,South East,Evening,1,30.81,Moderate,23.54,Low,0.0,50.0,1.0,30.19,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1030,Okhla Ind Area to Sarita Vihar,South East,Night,0,37.69,Moderate,24.57,Low,0.0,50.0,1.0,35.37,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1030,Okhla Ind Area to Sarita Vihar,South East,Night,1,42.83,High,24.55,Low,0.0,50.0,1.0,35.25,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1030,Okhla Ind Area to Sarita Vihar,South East,Late Night,0,45.85,High,26.56,Low,0.0,50.0,1.0,45.28,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
1030,Okhla Ind Area to Sarita Vihar,South East,Late Night,1,50.83,High,26.35,Low,0.0,50.0,1.0,44.25,"Prototype/proxy inputs used: lighting, CCTV, mobility, crime hotspots.",Lower confidence; interpret this risk estimate cautiously.
